# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 17 16:28:38 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
#
rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec
1708,Kepler-1569,b,19h28m49.13s,292.204706,+37d13m16.4s,37.221220
1709,Kepler-157,b,19h24m23.33s,291.097225,+38d52m32.2s,38.875609
1710,Kepler-157,c,19h24m23.33s,291.097225,+38d52m32.2s,38.875609
1711,Kepler-157,d,19h24m23.33s,291.097225,+38d52m32.2s,38.875609
1712,Kepler-1570,b,19h59m26.84s,299.861833,+45d49m38.5s,45.827354
1713,Kepler-1571,b,20h03m44.50s,300.935406,+45d35m47.6s,45.596546
1714,Kepler-1572,b,18h47m35.35s,281.897275,+46d43m21.5s,46.722633
1715,Kepler-1573,b,19h31m57.20s,292.988348,+49d29m05.9s,49.484970
1716,Kepler-1574,b,19h28m38.08s,292.158664,+49d38m15.9s,49.637760
1717,Kepler-1575,b,19h34m58.38s,293.743250,+45d45m41.7s,45.761597
1718,Kepler-1576,b,19h16m17.75s,289.073975,+40d21m57.7s,40.366015
1719,Kepler-1577,b,19h31m49.27s,292.955275,+47d34m23.2s,47.573105
1720,Kepler-1578,b,19h13m12.48s,288.302000,+47d46m32.0s,47.775555
1721,Kepler-1579,b,19h33m09.12s,293.288009,+43d30m54.0s,43.514988
1722,Kepler-158,b,18h56m07.74s,284.032244,+39d46m52.9s,39.781348
1723,Kepler-158,c,18h56m07.74s,284.032244,+39d46m52.9s,39.781348
1724,Kepler-1580,b,19h03m52.49s,285.968722,+41d21m48.8s,41.363559
1725,Kepler-1581,b,19h09m29.10s,287.371261,+39d36m12.9s,39.603581
1726,Kepler-1582,b,19h17m30.40s,289.376650,+41d09m31.0s,41.158613
1727,Kepler-1583,b,19h05m32.86s,286.386934,+47d00m59.9s,47.016628
1728,Kepler-1584,b,19h11m03.04s,287.762683,+43d16m27.9s,43.274429
1729,Kepler-1585,b,19h44m38.16s,296.159005,+44d33m47.2s,44.563114
1730,Kepler-1586,b,19h52m48.63s,298.202609,+44d55m33.0s,44.925827
1731,Kepler-1587,b,19h30m42.65s,292.677726,+49d39m50.1s,49.663910
1732,Kepler-1588,b,19h12m55.85s,288.232715,+48d00m07.8s,48.002178
1733,Kepler-1589,b,19h37m46.03s,294.441792,+40d34m18.1s,40.571686
1734,Kepler-159,b,19h48m16.84s,297.070170,+40d52m07.6s,40.868784
1735,Kepler-159,c,19h48m16.84s,297.070170,+40d52m07.6s,40.868784
1736,Kepler-1590,b,19h25m37.87s,291.407812,+48d01m04.4s,48.017891
1737,Kepler-1591,b,19h46m04.00s,296.516659,+44d36m31.0s,44.608608
1738,Kepler-1592,b,19h35m24.16s,293.850646,+38d23m51.9s,38.397749
1739,Kepler-1593,b,20h01m57.16s,300.488180,+44d27m38.4s,44.460670
1740,Kepler-1594,b,19h34m29.54s,293.623090,+47d57m42.9s,47.961914
1741,Kepler-1595,b,19h02m53.45s,285.722721,+43d00m34.1s,43.009480
1742,Kepler-1596,b,19h02m13.80s,285.557511,+49d19m48.3s,49.330074
1743,Kepler-1597,b,19h12m39.35s,288.163973,+42d28m51.9s,42.481083
1744,Kepler-1598,b,19h13m52.58s,288.469102,+46d47m01.2s,46.783680
1745,Kepler-1599,b,19h04m53.01s,286.220889,+41d09m04.5s,41.151251
1746,Kepler-16,b,19h16m18.17s,289.075710,+51d45m26.8s,51.757439
1747,Kepler-160,b,19h11m05.66s,287.773581,+42d52m09.4s,42.869286
1748,Kepler-160,c,19h11m05.66s,287.773581,+42d52m09.4s,42.869286
1749,Kepler-1600,b,19h25m35.85s,291.399384,+38d47m15.9s,38.787752
1750,Kepler-1601,b,19h02m03.11s,285.512943,+38d04m47.1s,38.079748
1751,Kepler-1602,b,19h34m19.41s,293.580858,+40d25m38.9s,40.427478
1752,Kepler-1603,b,19h41m19.16s,295.329843,+42d32m05.9s,42.534966
1753,Kepler-1604,b,19h01m38.55s,285.410633,+44d24m44.0s,44.412212
1754,Kepler-1605,b,19h08m32.37s,287.134895,+47d29m19.0s,47.488621
1755,Kepler-1606,b,19h05m30.78s,286.378264,+43d04m23.7s,43.073250
1756,Kepler-1607,b,19h44m14.37s,296.059869,+42d39m21.8s,42.656051
1757,Kepler-1608,b,19h42m15.25s,295.563558,+39d25m03.4s,39.417606
1758,Kepler-1609,b,19h20m35.17s,290.146555,+39d39m57.0s,39.665821
1759,Kepler-161,b,19h22m03.96s,290.516491,+43d05m01.8s,43.083824
1760,Kepler-161,c,19h22m03.96s,290.516491,+43d05m01.8s,43.083824
1761,Kepler-1610,b,19h43m37.20s,295.905010,+45d24m19.6s,45.405434
1762,Kepler-1611,b,19h46m02.89s,296.512049,+49d43m40.0s,49.727764
1763,Kepler-1612,b,19h25m00.07s,291.250279,+45d39m18.3s,45.655075
1764,Kepler-1613,b,19h19m30.01s,289.875041,+43d25m15.5s,43.420963
1765,Kepler-1614,b,18h59m29.12s,284.871334,+49d46m33.3s,49.775913
1766,Kepler-1615,b,19h05m26.21s,286.359226,+42d13m38.9s,42.227478
1767,Kepler-1616,b,19h06m10.47s,286.543637,+45d18m17.5s,45.304874
1768,Kepler-1617,b,19h11m44.93s,287.937219,+46d25m06.6s,46.418491
1769,Kepler-1618,b,19h40m42.09s,295.175391,+45d55m51.3s,45.930908
1770,Kepler-1619,b,19h02m48.83s,285.703472,+44d25m19.2s,44.422001
1771,Kepler-162,b,19h49m06.94s,297.278910,+43d43m26.5s,43.724018
1772,Kepler-162,c,19h49m06.94s,297.278910,+43d43m26.5s,43.724018
1773,Kepler-1620,b,19h49m05.01s,297.270876,+46d55m42.3s,46.928417
1774,Kepler-1621,b,19h50m21.24s,297.588518,+43d50m28.4s,43.841221
1775,Kepler-1622,b,19h49m18.94s,297.328910,+47d48m55.7s,47.815472
1776,Kepler-1623,b,19h36m19.85s,294.082695,+39d33m22.0s,39.556103
1777,Kepler-1624,b,19h30m19.17s,292.579860,+37d22m35.1s,37.376411
1778,Kepler-1625,b,19h41m43.04s,295.429347,+39d53m11.6s,39.886547
1779,Kepler-1626,b,19h46m00.11s,296.500445,+40d43m16.4s,40.721230
1780,Kepler-1627,b,18h56m13.60s,284.056684,+41d34m36.2s,41.576733
1781,Kepler-1628,b,18h46m32.09s,281.633700,+43d24m41.7s,43.411579
1782,Kepler-1629,b,18h40m49.59s,280.206621,+43d46m27.5s,43.774297
1783,Kepler-163,b,19h40m00.68s,295.002819,+46d59m14.4s,46.987328
1784,Kepler-163,c,19h40m00.68s,295.002819,+46d59m14.4s,46.987328
1785,Kepler-1630,b,19h50m01.99s,297.508294,+43d42m39.4s,43.710953
1786,Kepler-1631,b,19h38m31.82s,294.632570,+43d48m27.6s,43.807671
1787,Kepler-1632,b,19h37m58.77s,294.494859,+43d54m49.0s,43.913620
1788,Kepler-1633,b,19h14m03.65s,288.515202,+44d55m23.6s,44.923225
1789,Kepler-1634,b,19h36m10.42s,294.043409,+45d08m23.2s,45.139786
1790,Kepler-1635,b,19h01m23.76s,285.348993,+45d33m22.3s,45.556183
1791,Kepler-1636,b,19h36m13.83s,294.057625,+46d26m27.7s,46.441031
1792,Kepler-1637,b,18h48m56.84s,282.236848,+48d09m15.5s,48.154297
1793,Kepler-1638,b,19h41m55.78s,295.482407,+48d31m28.0s,48.524445
1794,Kepler-1639,b,18h52m16.47s,283.068632,+48d48m07.5s,48.802086
1795,Kepler-164,b,19h11m07.40s,287.780828,+47d37m47.7s,47.629913
1796,Kepler-164,c,19h11m07.40s,287.780828,+47d37m47.7s,47.629913
1797,Kepler-164,d,19h11m07.40s,287.780828,+47d37m47.7s,47.629913
1798,Kepler-1640,b,19h38m13.89s,294.557890,+40d51m01.8s,40.850498
1799,Kepler-1641,b,19h45m26.27s,296.359440,+41d34m28.3s,41.574532
1800,Kepler-1641,c,19h45m26.27s,296.359440,+41d34m28.3s,41.574532
1801,Kepler-1642,b,19h48m50.92s,297.212160,+43d38m37.4s,43.643719
1802,Kepler-1642,c,19h48m50.92s,297.212160,+43d38m37.4s,43.643719
1803,Kepler-1643,b,20h01m43.44s,300.431000,+44d45m03.6s,44.751011
1804,Kepler-1644,b,19h01m54.01s,285.475055,+48d02m05.8s,48.034935
1805,Kepler-1645,b,19h49m55.07s,297.479473,+48d25m06.9s,48.418571
1806,Kepler-1646,b,19h10m06.34s,287.526422,+42d54m46.5s,42.912908
1807,Kepler-1647,b,19h52m36.02s,298.150086,+40d39m22.2s,40.656175
1808,Kepler-1649,b,19h30m00.90s,292.503769,+41d49m49.5s,41.830421
1809,Kepler-165,b,18h42m45.84s,280.691016,+47d48m35.0s,47.809735
1810,Kepler-165,c,18h42m45.84s,280.691016,+47d48m35.0s,47.809735
1811,Kepler-1650,b,19h50m55.02s,297.729255,+42d52m00.8s,42.866898
1812,Kepler-1651,b,18h54m30.81s,283.628354,+48d23m27.7s,48.391022
1813,Kepler-1652,b,19h37m27.86s,294.366085,+49d54m54.2s,49.915058
1814,Kepler-1653,b,19h45m49.86s,296.457755,+41d15m57.7s,41.266024
1815,Kepler-166,b,19h32m38.44s,293.160171,+48d52m52.3s,48.881191
1816,Kepler-166,c,19h32m38.44s,293.160171,+48d52m52.3s,48.881191
1817,Kepler-166,d,19h32m38.44s,293.160171,+48d52m52.3s,48.881191
1818,Kepler-167,b,19h30m38.03s,292.658441,+38d20m43.5s,38.345413
1819,Kepler-167,c,19h30m38.03s,292.658441,+38d20m43.5s,38.345413
1820,Kepler-167,d,19h30m38.03s,292.658441,+38d20m43.5s,38.345413
1821,Kepler-167,e,19h30m38.03s,292.658441,+38d20m43.5s,38.345413
1822,Kepler-168,b,19h38m50.44s,294.710165,+39d49m30.4s,39.825104
1823,Kepler-168,c,19h38m50.44s,294.710165,+39d49m30.4s,39.825104
1824,Kepler-169,b,19h03m59.97s,285.999891,+40d55m09.6s,40.919329
1825,Kepler-169,c,19h03m59.97s,285.999891,+40d55m09.6s,40.919329
1826,Kepler-169,d,19h03m59.97s,285.999891,+40d55m09.6s,40.919329
1827,Kepler-169,e,19h03m59.97s,285.999891,+40d55m09.6s,40.919329
1828,Kepler-169,f,19h03m59.97s,285.999891,+40d55m09.6s,40.919329
1829,Kepler-17,b,19h53m34.87s,298.395274,+47d48m54.0s,47.815006
1830,Kepler-170,b,18h58m05.09s,284.521193,+41d37m46.6s,41.629604
1831,Kepler-170,c,18h58m05.09s,284.521193,+41d37m46.6s,41.629604
1832,Kepler-171,b,19h47m05.26s,296.771914,+41d45m19.9s,41.755537
1833,Kepler-171,c,19h47m05.26s,296.771914,+41d45m19.9s,41.755537
1834,Kepler-171,d,19h47m05.26s,296.771914,+41d45m19.9s,41.755537
1835,Kepler-172,b,18h53m28.42s,283.368413,+41d49m18.7s,41.821857
1836,Kepler-172,c,18h53m28.42s,283.368413,+41d49m18.7s,41.821857
1837,Kepler-172,d,18h53m28.42s,283.368413,+41d49m18.7s,41.821857
1838,Kepler-172,e,18h53m28.42s,283.368413,+41d49m18.7s,41.821857
1839,Kepler-173,b,19h38m35.21s,294.646695,+41d53m02.8s,41.884106
1840,Kepler-173,c,19h38m35.21s,294.646695,+41d53m02.8s,41.884106
1841,Kepler-174,b,19h09m45.41s,287.439194,+43d49m55.5s,43.832092
1842,Kepler-174,c,19h09m45.41s,287.439194,+43d49m55.5s,43.832092
1843,Kepler-174,d,19h09m45.41s,287.439194,+43d49m55.5s,43.832092
1844,Kepler-175,b,19h18m12.79s,289.553283,+43d52m34.3s,43.876183
1845,Kepler-175,c,19h18m12.79s,289.553283,+43d52m34.3s,43.876183
1846,Kepler-176,b,19h38m40.31s,294.667956,+43d51m11.7s,43.853259
1847,Kepler-176,c,19h38m40.31s,294.667956,+43d51m11.7s,43.853259
1848,Kepler-176,d,19h38m40.31s,294.667956,+43d51m11.7s,43.853259
1849,Kepler-176,e,19h38m40.31s,294.667956,+43d51m11.7s,43.853259
1850,Kepler-177,b,19h04m11.31s,286.047132,+45d03m11.5s,45.053207
1851,Kepler-177,c,19h04m11.31s,286.047132,+45d03m11.5s,45.053207
1852,Kepler-178,b,19h08m24.26s,287.101089,+46d53m47.3s,46.896477
1853,Kepler-178,c,19h08m24.26s,287.101089,+46d53m47.3s,46.896477
1854,Kepler-178,d,19h08m24.26s,287.101089,+46d53m47.3s,46.896477
1855,Kepler-179,b,19h54m39.30s,298.663735,+47d45m43.4s,47.762043
1856,Kepler-179,c,19h54m39.30s,298.663735,+47d45m43.4s,47.762043
1857,Kepler-18,b,19h52m19.07s,298.079439,+44d44m46.8s,44.746321
1858,Kepler-18,c,19h52m19.07s,298.079439,+44d44m46.8s,44.746321
1859,Kepler-18,d,19h52m19.07s,298.079439,+44d44m46.8s,44.746321
1860,Kepler-180,b,19h42m17.12s,295.571343,+49d46m28.5s,49.774586
1861,Kepler-180,c,19h42m17.12s,295.571343,+49d46m28.5s,49.774586
1862,Kepler-181,b,19h44m36.34s,296.151402,+50d05m44.9s,50.095806
1863,Kepler-181,c,19h44m36.34s,296.151402,+50d05m44.9s,50.095806
1864,Kepler-182,b,19h19m19.23s,289.830114,+50d35m10.5s,50.586246
1865,Kepler-182,c,19h19m19.23s,289.830114,+50d35m10.5s,50.586246
1866,Kepler-183,b,19h34m07.40s,293.530848,+39d18m57.2s,39.315898
1867,Kepler-183,c,19h34m07.40s,293.530848,+39d18m57.2s,39.315898
1868,Kepler-184,b,19h27m48.46s,291.951908,+43d04m29.0s,43.074715
1869,Kepler-184,c,19h27m48.46s,291.951908,+43d04m29.0s,43.074715
1870,Kepler-184,d,19h27m48.46s,291.951908,+43d04m29.0s,43.074715
1871,Kepler-185,b,18h49m52.34s,282.468103,+43d53m23.7s,43.889915
1872,Kepler-185,c,18h49m52.34s,282.468103,+43d53m23.7s,43.889915
1873,Kepler-186,b,19h54m36.65s,298.652714,+43d57m18.1s,43.955017
1874,Kepler-186,c,19h54m36.65s,298.652714,+43d57m18.1s,43.955017
1875,Kepler-186,d,19h54m36.65s,298.652714,+43d57m18.1s,43.955017
1876,Kepler-186,e,19h54m36.65s,298.652714,+43d57m18.1s,43.955017
1877,Kepler-186,f,19h54m36.65s,298.652714,+43d57m18.1s,43.955017
1878,Kepler-187,b,19h59m11.15s,299.796456,+44d05m21.5s,44.089306
1879,Kepler-187,c,19h59m11.15s,299.796456,+44d05m21.5s,44.089306
1880,Kepler-188,b,18h45m07.13s,281.279710,+44d18m55.9s,44.315533
1881,Kepler-188,c,18h45m07.13s,281.279710,+44d18m55.9s,44.315533
1882,Kepler-189,b,19h10m15.54s,287.564731,+44d18m18.0s,44.305004
1883,Kepler-189,c,19h10m15.54s,287.564731,+44d18m18.0s,44.305004
1884,Kepler-19,b,19h21m41.00s,290.420839,+37d51m06.4s,37.851786
1885,Kepler-19,c,19h21m41.00s,290.420839,+37d51m06.4s,37.851786
1886,Kepler-19,d,19h21m41.00s,290.420839,+37d51m06.4s,37.851786
1887,Kepler-190,b,19h14m20.17s,288.584039,+44d44m01.7s,44.733799
1888,Kepler-190,c,19h14m20.17s,288.584039,+44d44m01.7s,44.733799
1889,Kepler-191,b,19h24m44.01s,291.183386,+45d19m23.4s,45.323177
1890,Kepler-191,c,19h24m44.01s,291.183386,+45d19m23.4s,45.323177
1891,Kepler-191,d,19h24m44.01s,291.183386,+45d19m23.4s,45.323177
1892,Kepler-192,b,19h11m40.30s,287.917924,+45d35m34.4s,45.592876
1893,Kepler-192,c,19h11m40.30s,287.917924,+45d35m34.4s,45.592876
1894,Kepler-192,d,19h11m40.30s,287.917924,+45d35m34.4s,45.592876
1895,Kepler-193,b,19h45m59.66s,296.498596,+46d34m38.1s,46.577244
1896,Kepler-193,c,19h45m59.66s,296.498596,+46d34m38.1s,46.577244
1897,Kepler-194,b,19h27m53.15s,291.971445,+47d51m51.0s,47.864174
1898,Kepler-194,c,19h27m53.15s,291.971445,+47d51m51.0s,47.864174
1899,Kepler-194,d,19h27m53.15s,291.971445,+47d51m51.0s,47.864174
1900,Kepler-195,b,19h12m29.03s,288.120962,+47d58m00.0s,47.966667
1901,Kepler-195,c,19h12m29.03s,288.120962,+47d58m00.0s,47.966667
1902,Kepler-196,b,18h59m52.44s,284.968519,+42d04m45.1s,42.079205
1903,Kepler-196,c,18h59m52.44s,284.968519,+42d04m45.1s,42.079205
1904,Kepler-197,b,19h40m54.34s,295.226435,+50d33m32.4s,50.559006
1905,Kepler-197,c,19h40m54.34s,295.226435,+50d33m32.4s,50.559006
1906,Kepler-197,d,19h40m54.34s,295.226435,+50d33m32.4s,50.559006
1907,Kepler-197,e,19h40m54.34s,295.226435,+50d33m32.4s,50.559006
1908,Kepler-198,b,19h22m41.55s,290.673130,+38d41m27.6s,38.691011
1909,Kepler-198,c,19h22m41.55s,290.673130,+38d41m27.6s,38.691011
1910,Kepler-198,d,19h22m41.55s,290.673130,+38d41m27.6s,38.691011
1911,Kepler-199,b,19h42m14.26s,295.559419,+40d14m10.6s,40.236271
1912,Kepler-199,c,19h42m14.26s,295.559419,+40d14m10.6s,40.236271
1913,Kepler-20,b,19h10m47.52s,287.698004,+42d20m19.4s,42.338726
1914,Kepler-20,c,19h10m47.52s,287.698004,+42d20m19.4s,42.338726
1915,Kepler-20,d,19h10m47.52s,287.698004,+42d20m19.4s,42.338726
1916,Kepler-20,e,19h10m47.52s,287.698004,+42d20m19.4s,42.338726
1917,Kepler-20,f,19h10m47.52s,287.698004,+42d20m19.4s,42.338726
1918,Kepler-20,g,19h10m47.52s,287.698004,+42d20m19.4s,42.338726
1919,Kepler-200,b,18h57m38.38s,284.409920,+41d14m14.9s,41.237465
1920,Kepler-200,c,18h57m38.38s,284.409920,+41d14m14.9s,41.237465
1921,Kepler-201,b,19h34m30.25s,293.626040,+41d16m22.2s,41.272827
1922,Kepler-201,c,19h34m30.25s,293.626040,+41d16m22.2s,41.272827
1923,Kepler-202,b,18h51m53.62s,282.973419,+41d19m19.2s,41.322006
1924,Kepler-202,c,18h51m53.62s,282.973419,+41d19m19.2s,41.322006
1925,Kepler-203,b,19h48m21.59s,297.089977,+41d23m16.9s,41.388039
1926,Kepler-203,c,19h48m21.59s,297.089977,+41d23m16.9s,41.388039
1927,Kepler-203,d,19h48m21.59s,297.089977,+41d23m16.9s,41.388039
1928,Kepler-204,b,19h01m23.32s,285.347187,+41d45m42.9s,41.761925
1929,Kepler-204,c,19h01m23.32s,285.347187,+41d45m42.9s,41.761925
1930,Kepler-205,b,19h01m08.91s,285.287111,+41d51m40.2s,41.861172
1931,Kepler-205,c,19h01m08.91s,285.287111,+41d51m40.2s,41.861172
1932,Kepler-206,b,19h26m32.32s,291.634678,+41d50m01.9s,41.833866
1933,Kepler-206,c,19h26m32.32s,291.634678,+41d50m01.9s,41.833866
1934,Kepler-206,d,19h26m32.32s,291.634678,+41d50m01.9s,41.833866
1935,Kepler-207,b,19h20m07.32s,290.030517,+42d09m57.8s,42.166050
1936,Kepler-207,c,19h20m07.32s,290.030517,+42d09m57.8s,42.166050
1937,Kepler-207,d,19h20m07.32s,290.030517,+42d09m57.8s,42.166050
1938,Kepler-208,b,19h35m33.65s,293.890206,+42d31m40.8s,42.528008
1939,Kepler-208,c,19h35m33.65s,293.890206,+42d31m40.8s,42.528008
1940,Kepler-208,d,19h35m33.65s,293.890206,+42d31m40.8s,42.528008
1941,Kepler-208,e,19h35m33.65s,293.890206,+42d31m40.8s,42.528008
1942,Kepler-209,b,19h24m40.69s,291.169537,+42d38m26.9s,42.640812
1943,Kepler-209,c,19h24m40.69s,291.169537,+42d38m26.9s,42.640812
1944,Kepler-21,b,19h09m26.84s,287.361816,+38d42m50.5s,38.714016
1945,Kepler-210,b,19h30m00.81s,292.503389,+43d04m59.3s,43.083149
1946,Kepler-210,c,19h30m00.81s,292.503389,+43d04m59.3s,43.083149
1947,Kepler-211,b,19h01m45.40s,285.439151,+43d10m06.5s,43.168484
1948,Kepler-211,c,19h01m45.40s,285.439151,+43d10m06.5s,43.168484
1949,Kepler-212,b,19h10m29.00s,287.620834,+43d08m30.0s,43.141678
1950,Kepler-212,c,19h10m29.00s,287.620834,+43d08m30.0s,43.141678
1951,Kepler-213,b,19h23m17.80s,290.824182,+44d38m49.9s,44.647186
1952,Kepler-213,c,19h23m17.80s,290.824182,+44d38m49.9s,44.647186
1953,Kepler-214,b,18h59m01.16s,284.754851,+44d57m21.7s,44.956032
1954,Kepler-214,c,18h59m01.16s,284.754851,+44d57m21.7s,44.956032
1955,Kepler-215,b,19h39m53.64s,294.973509,+45d12m49.3s,45.213688
1956,Kepler-215,c,19h39m53.64s,294.973509,+45d12m49.3s,45.213688
1957,Kepler-215,d,19h39m53.64s,294.973509,+45d12m49.3s,45.213688
1958,Kepler-215,e,19h39m53.64s,294.973509,+45d12m49.3s,45.213688
1959,Kepler-216,b,19h34m54.74s,293.728072,+46d07m45.0s,46.129154
1960,Kepler-216,c,19h34m54.74s,293.728072,+46d07m45.0s,46.129154
1961,Kepler-217,b,19h32m09.06s,293.037744,+46d16m39.0s,46.277508
1962,Kepler-217,c,19h32m09.06s,293.037744,+46d16m39.0s,46.277508
1963,Kepler-217,d,19h32m09.06s,293.037744,+46d16m39.0s,46.277508
1964,Kepler-218,b,19h41m39.07s,295.412811,+46d15m59.3s,46.266472
1965,Kepler-218,c,19h41m39.07s,295.412811,+46d15m59.3s,46.266472
1966,Kepler-218,d,19h41m39.07s,295.412811,+46d15m59.3s,46.266472
1967,Kepler-219,b,19h14m57.36s,288.738980,+46d45m45.2s,46.762558
1968,Kepler-219,c,19h14m57.36s,288.738980,+46d45m45.2s,46.762558
1969,Kepler-219,d,19h14m57.36s,288.738980,+46d45m45.2s,46.762558
1970,Kepler-22,b,19h16m52.20s,289.217484,+47d53m04.1s,47.884464
1971,Kepler-220,b,19h26m01.50s,291.506237,+46d53m44.8s,46.895779
1972,Kepler-220,c,19h26m01.50s,291.506237,+46d53m44.8s,46.895779
1973,Kepler-220,d,19h26m01.50s,291.506237,+46d53m44.8s,46.895779
1974,Kepler-220,e,19h26m01.50s,291.506237,+46d53m44.8s,46.895779
1975,Kepler-221,b,19h46m37.14s,296.654765,+46d50m07.0s,46.835270
1976,Kepler-221,c,19h46m37.14s,296.654765,+46d50m07.0s,46.835270
1977,Kepler-221,d,19h46m37.14s,296.654765,+46d50m07.0s,46.835270
1978,Kepler-221,e,19h46m37.14s,296.654765,+46d50m07.0s,46.835270
1979,Kepler-222,b,19h11m37.46s,287.906100,+46d56m16.0s,46.937767
1980,Kepler-222,c,19h11m37.46s,287.906100,+46d56m16.0s,46.937767
1981,Kepler-222,d,19h11m37.46s,287.906100,+46d56m16.0s,46.937767
1982,Kepler-223,b,19h53m16.41s,298.318356,+47d16m46.2s,47.279495
1983,Kepler-223,c,19h53m16.41s,298.318356,+47d16m46.2s,47.279495
1984,Kepler-223,d,19h53m16.41s,298.318356,+47d16m46.2s,47.279495
1985,Kepler-223,e,19h53m16.41s,298.318356,+47d16m46.2s,47.279495
1986,Kepler-224,b,19h23m44.23s,290.934287,+47d21m27.4s,47.357601
1987,Kepler-224,c,19h23m44.23s,290.934287,+47d21m27.4s,47.357601
1988,Kepler-224,d,19h23m44.23s,290.934287,+47d21m27.4s,47.357601
1989,Kepler-224,e,19h23m44.23s,290.934287,+47d21m27.4s,47.357601
1990,Kepler-225,b,19h28m46.56s,292.193984,+47d27m25.5s,47.457096
1991,Kepler-225,c,19h28m46.56s,292.193984,+47d27m25.5s,47.457096
1992,Kepler-226,b,19h29m30.27s,292.376129,+47d52m51.6s,47.880989
1993,Kepler-226,c,19h29m30.27s,292.376129,+47d52m51.6s,47.880989
1994,Kepler-226,d,19h29m30.27s,292.376129,+47d52m51.6s,47.880989
1995,Kepler-227,b,19h27m44.22s,291.934236,+48d08m29.9s,48.141651
1996,Kepler-227,c,19h27m44.22s,291.934236,+48d08m29.9s,48.141651
1997,Kepler-228,b,19h45m08.67s,296.286142,+48d13m28.8s,48.224667
1998,Kepler-228,c,19h45m08.67s,296.286142,+48d13m28.8s,48.224667
1999,Kepler-228,d,19h45m08.67s,296.286142,+48d13m28.8s,48.224667
2000,Kepler-229,b,19h07m59.87s,286.999471,+48d22m32.9s,48.375797
2001,Kepler-229,c,19h07m59.87s,286.999471,+48d22m32.9s,48.375797
2002,Kepler-229,d,19h07m59.87s,286.999471,+48d22m32.9s,48.375797
2003,Kepler-23,b,19h36m52.54s,294.218924,+49d28m45.2s,49.479225
2004,Kepler-23,c,19h36m52.54s,294.218924,+49d28m45.2s,49.479225
2005,Kepler-23,d,19h36m52.54s,294.218924,+49d28m45.2s,49.479225
2006,Kepler-230,b,19h02m52.45s,285.718538,+48d30m21.1s,48.505859
2007,Kepler-230,c,19h02m52.45s,285.718538,+48d30m21.1s,48.505859
2008,Kepler-231,b,19h35m53.60s,293.973353,+50d31m54.9s,50.531914
2009,Kepler-231,c,19h35m53.60s,293.973353,+50d31m54.9s,50.531914
2010,Kepler-232,b,19h43m15.88s,295.816158,+51d07m18.3s,51.121742
2011,Kepler-232,c,19h43m15.88s,295.816158,+51d07m18.3s,51.121742
2012,Kepler-233,b,19h45m27.97s,296.366522,+51d19m10.3s,51.319523
2013,Kepler-233,c,19h45m27.97s,296.366522,+51d19m10.3s,51.319523
2014,Kepler-234,b,19h26m36.84s,291.653519,+38d29m40.8s,38.494659
2015,Kepler-234,c,19h26m36.84s,291.653519,+38d29m40.8s,38.494659
2016,Kepler-235,b,19h04m18.98s,286.079103,+39d16m41.9s,39.278313
2017,Kepler-235,c,19h04m18.98s,286.079103,+39d16m41.9s,39.278313
2018,Kepler-235,d,19h04m18.98s,286.079103,+39d16m41.9s,39.278313
2019,Kepler-235,e,19h04m18.98s,286.079103,+39d16m41.9s,39.278313
2020,Kepler-236,b,18h55m27.93s,283.866378,+39d53m53.1s,39.898092
2021,Kepler-236,c,18h55m27.93s,283.866378,+39d53m53.1s,39.898092
2022,Kepler-237,b,18h52m53.13s,283.221387,+40d25m18.6s,40.421834
2023,Kepler-237,c,18h52m53.13s,283.221387,+40d25m18.6s,40.421834
2024,Kepler-238,b,19h11m35.31s,287.897113,+40d38m16.1s,40.637815
2025,Kepler-238,c,19h11m35.31s,287.897113,+40d38m16.1s,40.637815
2026,Kepler-238,d,19h11m35.31s,287.897113,+40d38m16.1s,40.637815
2027,Kepler-238,e,19h11m35.31s,287.897113,+40d38m16.1s,40.637815
2028,Kepler-238,f,19h11m35.31s,287.897113,+40d38m16.1s,40.637815
2029,Kepler-239,b,19h36m48.51s,294.202137,+40d39m48.3s,40.663406
2030,Kepler-239,c,19h36m48.51s,294.202137,+40d39m48.3s,40.663406
2031,Kepler-24,b,19h21m39.18s,290.413267,+38d20m37.5s,38.343754
2032,Kepler-24,c,19h21m39.18s,290.413267,+38d20m37.5s,38.343754
2033,Kepler-24,d,19h21m39.18s,290.413267,+38d20m37.5s,38.343754
2034,Kepler-24,e,19h21m39.18s,290.413267,+38d20m37.5s,38.343754
2035,Kepler-240,b,19h24m38.11s,291.158774,+40d45m00.9s,40.750263
2036,Kepler-240,c,19h24m38.11s,291.158774,+40d45m00.9s,40.750263
2037,Kepler-241,b,19h31m39.15s,292.913118,+41d03m39.3s,41.060921
2038,Kepler-241,c,19h31m39.15s,292.913118,+41d03m39.3s,41.060921
2039,Kepler-242,b,19h06m15.77s,286.565695,+41d48m30.3s,41.808403
2040,Kepler-242,c,19h06m15.77s,286.565695,+41d48m30.3s,41.808403
