rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec,con
1718,Kepler-1576,b,19h16m17.75s,19.271598333333333,+40d21m57.7s,40.366015000000004,LYR
1719,Kepler-1577,b,19h31m49.27s,19.530351666666665,+47d34m23.2s,47.573105,CYG
1720,Kepler-1578,b,19h13m12.48s,19.220133333333333,+47d46m32.0s,47.775555,CYG
1721,Kepler-1579,b,19h33m09.12s,19.552533933333333,+43d30m54.0s,43.514988,CYG
1722,Kepler-158,b,18h56m07.74s,18.935482933333333,+39d46m52.9s,39.781348,LYR
1723,Kepler-158,c,18h56m07.74s,18.935482933333333,+39d46m52.9s,39.781348,LYR
1724,Kepler-1580,b,19h03m52.49s,19.064581466666667,+41d21m48.8s,41.363559,LYR
1725,Kepler-1581,b,19h09m29.10s,19.158084066666667,+39d36m12.9s,39.603581,LYR
1726,Kepler-1582,b,19h17m30.40s,19.291776666666664,+41d09m31.0s,41.158613,LYR
1727,Kepler-1583,b,19h05m32.86s,19.092462266666665,+47d00m59.9s,47.016628000000004,LYR
1728,Kepler-1584,b,19h11m03.04s,19.184178866666667,+43d16m27.9s,43.274429,LYR
1729,Kepler-1585,b,19h44m38.16s,19.743933666666663,+44d33m47.2s,44.563114,CYG
1730,Kepler-1586,b,19h52m48.63s,19.880173933333328,+44d55m33.0s,44.92582700000001,CYG
1731,Kepler-1587,b,19h30m42.65s,19.511848399999998,+49d39m50.1s,49.663909999999994,CYG
1732,Kepler-1588,b,19h12m55.85s,19.215514333333328,+48d00m07.8s,48.002178,CYG
1733,Kepler-1589,b,19h37m46.03s,19.629452800000006,+40d34m18.1s,40.571686,CYG
1734,Kepler-159,b,19h48m16.84s,19.804678000000006,+40d52m07.6s,40.86878400000001,CYG
1735,Kepler-159,c,19h48m16.84s,19.804678000000006,+40d52m07.6s,40.86878400000001,CYG
1736,Kepler-1590,b,19h25m37.87s,19.427187466666673,+48d01m04.4s,48.017891,CYG
1737,Kepler-1591,b,19h46m04.00s,19.767777266666666,+44d36m31.0s,44.608608000000004,CYG
1738,Kepler-1592,b,19h35m24.16s,19.590043066666667,+38d23m51.9s,38.397749,CYG
1739,Kepler-1593,b,20h01m57.16s,20.032545333333328,+44d27m38.4s,44.46067,CYG
1740,Kepler-1594,b,19h34m29.54s,19.574872666666664,+47d57m42.9s,47.961914,CYG
1741,Kepler-1595,b,19h02m53.45s,19.048181399999997,+43d00m34.1s,43.009479999999996,LYR
1742,Kepler-1596,b,19h02m13.80s,19.0371674,+49d19m48.3s,49.330073999999996,DRA
1743,Kepler-1597,b,19h12m39.35s,19.210931533333333,+42d28m51.9s,42.481083,LYR
1744,Kepler-1598,b,19h13m52.58s,19.231273466666668,+46d47m01.2s,46.78368,CYG
1745,Kepler-1599,b,19h04m53.01s,19.0813926,+41d09m04.5s,41.151251,LYR
1746,Kepler-16,b,19h16m18.17s,19.271714000000006,+51d45m26.8s,51.757439,CYG
1747,Kepler-160,b,19h11m05.66s,19.184905399999998,+42d52m09.4s,42.869285999999995,LYR
1748,Kepler-160,c,19h11m05.66s,19.184905399999998,+42d52m09.4s,42.869285999999995,LYR
1749,Kepler-1600,b,19h25m35.85s,19.4266256,+38d47m15.9s,38.78775200000001,LYR
1750,Kepler-1601,b,19h02m03.11s,19.0341962,+38d04m47.1s,38.079747999999995,LYR
1751,Kepler-1602,b,19h34m19.41s,19.572057200000003,+40d25m38.9s,40.427478,CYG
1752,Kepler-1603,b,19h41m19.16s,19.688656200000004,+42d32m05.9s,42.534966,CYG
1753,Kepler-1604,b,19h01m38.55s,19.027375533333334,+44d24m44.0s,44.412212,LYR
1754,Kepler-1605,b,19h08m32.37s,19.142326333333337,+47d29m19.0s,47.488621,LYR
1755,Kepler-1606,b,19h05m30.78s,19.091884266666668,+43d04m23.7s,43.07325,LYR
1756,Kepler-1607,b,19h44m14.37s,19.7373246,+42d39m21.8s,42.656051,CYG
1757,Kepler-1608,b,19h42m15.25s,19.7042372,+39d25m03.4s,39.417606,CYG
1758,Kepler-1609,b,19h20m35.17s,19.343103666666664,+39d39m57.0s,39.665821,LYR
1759,Kepler-161,b,19h22m03.96s,19.367766066666668,+43d05m01.8s,43.083824,LYR
1760,Kepler-161,c,19h22m03.96s,19.367766066666668,+43d05m01.8s,43.083824,LYR
1761,Kepler-1610,b,19h43m37.20s,19.727000666666665,+45d24m19.6s,45.405434,CYG
1762,Kepler-1611,b,19h46m02.89s,19.76746993333333,+49d43m40.0s,49.727764,CYG
1763,Kepler-1612,b,19h25m00.07s,19.416685266666665,+45d39m18.3s,45.655075,CYG
1764,Kepler-1613,b,19h19m30.01s,19.325002733333328,+43d25m15.5s,43.420963,LYR
1765,Kepler-1614,b,18h59m29.12s,18.991422266666667,+49d46m33.3s,49.775913,DRA
1766,Kepler-1615,b,19h05m26.21s,19.090615066666665,+42d13m38.9s,42.22747800000001,LYR
1767,Kepler-1616,b,19h06m10.47s,19.102909133333334,+45d18m17.5s,45.304874,LYR
1768,Kepler-1617,b,19h11m44.93s,19.1958146,+46d25m06.6s,46.418490999999996,LYR
1769,Kepler-1618,b,19h40m42.09s,19.678359399999998,+45d55m51.3s,45.930908,CYG
1770,Kepler-1619,b,19h02m48.83s,19.046898133333336,+44d25m19.2s,44.422001,LYR
1771,Kepler-162,b,19h49m06.94s,19.818594,+43d43m26.5s,43.724018,CYG
1772,Kepler-162,c,19h49m06.94s,19.818594,+43d43m26.5s,43.724018,CYG
1773,Kepler-1620,b,19h49m05.01s,19.818058399999998,+46d55m42.3s,46.928416999999996,CYG
1774,Kepler-1621,b,19h50m21.24s,19.839234533333336,+43d50m28.4s,43.841221000000004,CYG
1775,Kepler-1622,b,19h49m18.94s,19.821927333333328,+47d48m55.7s,47.815472,CYG
1776,Kepler-1623,b,19h36m19.85s,19.605513,+39d33m22.0s,39.556103,CYG
1777,Kepler-1624,b,19h30m19.17s,19.505323999999998,+37d22m35.1s,37.376411,CYG
1778,Kepler-1625,b,19h41m43.04s,19.6952898,+39d53m11.6s,39.886547,CYG
1779,Kepler-1626,b,19h46m00.11s,19.766696333333336,+40d43m16.4s,40.72123,CYG
1780,Kepler-1627,b,18h56m13.60s,18.937112266666666,+41d34m36.2s,41.576733000000004,LYR
1781,Kepler-1628,b,18h46m32.09s,18.775579999999998,+43d24m41.7s,43.411578999999996,LYR
1782,Kepler-1629,b,18h40m49.59s,18.6804414,+43d46m27.5s,43.774297,LYR
1783,Kepler-163,b,19h40m00.68s,19.6668546,+46d59m14.4s,46.98732800000001,CYG
1784,Kepler-163,c,19h40m00.68s,19.6668546,+46d59m14.4s,46.98732800000001,CYG
1785,Kepler-1630,b,19h50m01.99s,19.833886266666664,+43d42m39.4s,43.710953,CYG
1786,Kepler-1631,b,19h38m31.82s,19.642171333333334,+43d48m27.6s,43.807671,CYG
1787,Kepler-1632,b,19h37m58.77s,19.632990600000003,+43d54m49.0s,43.91362,CYG
1788,Kepler-1633,b,19h14m03.65s,19.2343468,+44d55m23.6s,44.923225,CYG
1789,Kepler-1634,b,19h36m10.42s,19.602893933333334,+45d08m23.2s,45.139786,CYG
1790,Kepler-1635,b,19h01m23.76s,19.0232662,+45d33m22.3s,45.556183000000004,LYR
1791,Kepler-1636,b,19h36m13.83s,19.603841666666664,+46d26m27.7s,46.441031,CYG
1792,Kepler-1637,b,18h48m56.84s,18.815789866666666,+48d09m15.5s,48.154297,DRA
1793,Kepler-1638,b,19h41m55.78s,19.698827133333328,+48d31m28.0s,48.524445,CYG
1794,Kepler-1639,b,18h52m16.47s,18.87124213333333,+48d48m07.5s,48.802085999999996,DRA
1795,Kepler-164,b,19h11m07.40s,19.185388533333327,+47d37m47.7s,47.629913,LYR
1796,Kepler-164,c,19h11m07.40s,19.185388533333327,+47d37m47.7s,47.629913,LYR
1797,Kepler-164,d,19h11m07.40s,19.185388533333327,+47d37m47.7s,47.629913,LYR
1798,Kepler-1640,b,19h38m13.89s,19.637192666666664,+40d51m01.8s,40.850497999999995,CYG
1799,Kepler-1641,b,19h45m26.27s,19.757296,+41d34m28.3s,41.574532,CYG
1800,Kepler-1641,c,19h45m26.27s,19.757296,+41d34m28.3s,41.574532,CYG
1801,Kepler-1642,b,19h48m50.92s,19.814144,+43d38m37.4s,43.643719,CYG
1802,Kepler-1642,c,19h48m50.92s,19.814144,+43d38m37.4s,43.643719,CYG
1803,Kepler-1643,b,20h01m43.44s,20.028733333333328,+44d45m03.6s,44.751011,CYG
1804,Kepler-1644,b,19h01m54.01s,19.031670333333327,+48d02m05.8s,48.034935,DRA
1805,Kepler-1645,b,19h49m55.07s,19.831964866666667,+48d25m06.9s,48.418571,CYG
1806,Kepler-1646,b,19h10m06.34s,19.168428133333336,+42d54m46.5s,42.912908,LYR
1807,Kepler-1647,b,19h52m36.02s,19.8766724,+40d39m22.2s,40.656175,CYG
1808,Kepler-1649,b,19h30m00.90s,19.500251266666666,+41d49m49.5s,41.830421,CYG
1809,Kepler-165,b,18h42m45.84s,18.7127344,+47d48m35.0s,47.809734999999996,DRA
1810,Kepler-165,c,18h42m45.84s,18.7127344,+47d48m35.0s,47.809734999999996,DRA
1811,Kepler-1650,b,19h50m55.02s,19.848617,+42d52m00.8s,42.866898,CYG
1812,Kepler-1651,b,18h54m30.81s,18.908556933333333,+48d23m27.7s,48.391022,DRA
1813,Kepler-1652,b,19h37m27.86s,19.624405666666668,+49d54m54.2s,49.915058,CYG
1814,Kepler-1653,b,19h45m49.86s,19.763850333333327,+41d15m57.7s,41.266024,CYG
1815,Kepler-166,b,19h32m38.44s,19.5440114,+48d52m52.3s,48.881190999999994,CYG
1816,Kepler-166,c,19h32m38.44s,19.5440114,+48d52m52.3s,48.881190999999994,CYG
1817,Kepler-166,d,19h32m38.44s,19.5440114,+48d52m52.3s,48.881190999999994,CYG
1818,Kepler-167,b,19h30m38.03s,19.510562733333334,+38d20m43.5s,38.345413,CYG
1819,Kepler-167,c,19h30m38.03s,19.510562733333334,+38d20m43.5s,38.345413,CYG
1820,Kepler-167,d,19h30m38.03s,19.510562733333334,+38d20m43.5s,38.345413,CYG
1821,Kepler-167,e,19h30m38.03s,19.510562733333334,+38d20m43.5s,38.345413,CYG
1822,Kepler-168,b,19h38m50.44s,19.647344333333333,+39d49m30.4s,39.825103999999996,CYG
1823,Kepler-168,c,19h38m50.44s,19.647344333333333,+39d49m30.4s,39.825103999999996,CYG
1824,Kepler-169,b,19h03m59.97s,19.0666594,+40d55m09.6s,40.919329,LYR
1825,Kepler-169,c,19h03m59.97s,19.0666594,+40d55m09.6s,40.919329,LYR
1826,Kepler-169,d,19h03m59.97s,19.0666594,+40d55m09.6s,40.919329,LYR
1827,Kepler-169,e,19h03m59.97s,19.0666594,+40d55m09.6s,40.919329,LYR
1828,Kepler-169,f,19h03m59.97s,19.0666594,+40d55m09.6s,40.919329,LYR
1829,Kepler-17,b,19h53m34.87s,19.893018266666672,+47d48m54.0s,47.815006,CYG
1830,Kepler-170,b,18h58m05.09s,18.968079533333334,+41d37m46.6s,41.629604,LYR
1831,Kepler-170,c,18h58m05.09s,18.968079533333334,+41d37m46.6s,41.629604,LYR
1832,Kepler-171,b,19h47m05.26s,19.784794266666676,+41d45m19.9s,41.755537,CYG
1833,Kepler-171,c,19h47m05.26s,19.784794266666676,+41d45m19.9s,41.755537,CYG
1834,Kepler-171,d,19h47m05.26s,19.784794266666676,+41d45m19.9s,41.755537,CYG
1835,Kepler-172,b,18h53m28.42s,18.89122753333333,+41d49m18.7s,41.821857,LYR
1836,Kepler-172,c,18h53m28.42s,18.89122753333333,+41d49m18.7s,41.821857,LYR
1837,Kepler-172,d,18h53m28.42s,18.89122753333333,+41d49m18.7s,41.821857,LYR
1838,Kepler-172,e,18h53m28.42s,18.89122753333333,+41d49m18.7s,41.821857,LYR
1839,Kepler-173,b,19h38m35.21s,19.643113,+41d53m02.8s,41.884106,CYG
1840,Kepler-173,c,19h38m35.21s,19.643113,+41d53m02.8s,41.884106,CYG
1841,Kepler-174,b,19h09m45.41s,19.162612933333328,+43d49m55.5s,43.832091999999996,LYR
1842,Kepler-174,c,19h09m45.41s,19.162612933333328,+43d49m55.5s,43.832091999999996,LYR
1843,Kepler-174,d,19h09m45.41s,19.162612933333328,+43d49m55.5s,43.832091999999996,LYR
1844,Kepler-175,b,19h18m12.79s,19.3035522,+43d52m34.3s,43.87618300000001,CYG
1845,Kepler-175,c,19h18m12.79s,19.3035522,+43d52m34.3s,43.87618300000001,CYG
1846,Kepler-176,b,19h38m40.31s,19.6445304,+43d51m11.7s,43.853259,CYG
1847,Kepler-176,c,19h38m40.31s,19.6445304,+43d51m11.7s,43.853259,CYG
1848,Kepler-176,d,19h38m40.31s,19.6445304,+43d51m11.7s,43.853259,CYG
1849,Kepler-176,e,19h38m40.31s,19.6445304,+43d51m11.7s,43.853259,CYG
1850,Kepler-177,b,19h04m11.31s,19.0698088,+45d03m11.5s,45.053207,LYR
1851,Kepler-177,c,19h04m11.31s,19.0698088,+45d03m11.5s,45.053207,LYR
1852,Kepler-178,b,19h08m24.26s,19.140072600000003,+46d53m47.3s,46.896477000000004,LYR
1853,Kepler-178,c,19h08m24.26s,19.140072600000003,+46d53m47.3s,46.896477000000004,LYR
1854,Kepler-178,d,19h08m24.26s,19.140072600000003,+46d53m47.3s,46.896477000000004,LYR
1855,Kepler-179,b,19h54m39.30s,19.910915666666668,+47d45m43.4s,47.762043,CYG
1856,Kepler-179,c,19h54m39.30s,19.910915666666668,+47d45m43.4s,47.762043,CYG
1857,Kepler-18,b,19h52m19.07s,19.871962600000003,+44d44m46.8s,44.746321,CYG
1858,Kepler-18,c,19h52m19.07s,19.871962600000003,+44d44m46.8s,44.746321,CYG
1859,Kepler-18,d,19h52m19.07s,19.871962600000003,+44d44m46.8s,44.746321,CYG
1860,Kepler-180,b,19h42m17.12s,19.704756200000002,+49d46m28.5s,49.774586,CYG
1861,Kepler-180,c,19h42m17.12s,19.704756200000002,+49d46m28.5s,49.774586,CYG
1862,Kepler-181,b,19h44m36.34s,19.7434268,+50d05m44.9s,50.095806,CYG
1863,Kepler-181,c,19h44m36.34s,19.7434268,+50d05m44.9s,50.095806,CYG
1864,Kepler-182,b,19h19m19.23s,19.322007600000006,+50d35m10.5s,50.586246,CYG
1865,Kepler-182,c,19h19m19.23s,19.322007600000006,+50d35m10.5s,50.586246,CYG
1866,Kepler-183,b,19h34m07.40s,19.5687232,+39d18m57.2s,39.315898,CYG
1867,Kepler-183,c,19h34m07.40s,19.5687232,+39d18m57.2s,39.315898,CYG
1868,Kepler-184,b,19h27m48.46s,19.463460533333333,+43d04m29.0s,43.07471500000001,LYR
1869,Kepler-184,c,19h27m48.46s,19.463460533333333,+43d04m29.0s,43.07471500000001,LYR
1870,Kepler-184,d,19h27m48.46s,19.463460533333333,+43d04m29.0s,43.07471500000001,LYR
1871,Kepler-185,b,18h49m52.34s,18.831206866666665,+43d53m23.7s,43.889915,LYR
1872,Kepler-185,c,18h49m52.34s,18.831206866666665,+43d53m23.7s,43.889915,LYR
1873,Kepler-186,b,19h54m36.65s,19.910180933333333,+43d57m18.1s,43.955017,CYG
1874,Kepler-186,c,19h54m36.65s,19.910180933333333,+43d57m18.1s,43.955017,CYG
1875,Kepler-186,d,19h54m36.65s,19.910180933333333,+43d57m18.1s,43.955017,CYG
1876,Kepler-186,e,19h54m36.65s,19.910180933333333,+43d57m18.1s,43.955017,CYG
1877,Kepler-186,f,19h54m36.65s,19.910180933333333,+43d57m18.1s,43.955017,CYG
1878,Kepler-187,b,19h59m11.15s,19.9864304,+44d05m21.5s,44.089306,CYG
1879,Kepler-187,c,19h59m11.15s,19.9864304,+44d05m21.5s,44.089306,CYG
1880,Kepler-188,b,18h45m07.13s,18.751980666666668,+44d18m55.9s,44.315533,LYR
1881,Kepler-188,c,18h45m07.13s,18.751980666666668,+44d18m55.9s,44.315533,LYR
1882,Kepler-189,b,19h10m15.54s,19.170982066666667,+44d18m18.0s,44.305004,LYR
1883,Kepler-189,c,19h10m15.54s,19.170982066666667,+44d18m18.0s,44.305004,LYR
1884,Kepler-19,b,19h21m41.00s,19.361389266666666,+37d51m06.4s,37.851786,LYR
1885,Kepler-19,c,19h21m41.00s,19.361389266666666,+37d51m06.4s,37.851786,LYR
1886,Kepler-19,d,19h21m41.00s,19.361389266666666,+37d51m06.4s,37.851786,LYR
1887,Kepler-190,b,19h14m20.17s,19.238935933333334,+44d44m01.7s,44.733799,CYG
1888,Kepler-190,c,19h14m20.17s,19.238935933333334,+44d44m01.7s,44.733799,CYG
1889,Kepler-191,b,19h24m44.01s,19.412225733333333,+45d19m23.4s,45.323177,CYG
1890,Kepler-191,c,19h24m44.01s,19.412225733333333,+45d19m23.4s,45.323177,CYG
1891,Kepler-191,d,19h24m44.01s,19.412225733333333,+45d19m23.4s,45.323177,CYG
1892,Kepler-192,b,19h11m40.30s,19.194528266666676,+45d35m34.4s,45.592876000000004,LYR
1893,Kepler-192,c,19h11m40.30s,19.194528266666676,+45d35m34.4s,45.592876000000004,LYR
1894,Kepler-192,d,19h11m40.30s,19.194528266666676,+45d35m34.4s,45.592876000000004,LYR
1895,Kepler-193,b,19h45m59.66s,19.766573066666666,+46d34m38.1s,46.577244,CYG
1896,Kepler-193,c,19h45m59.66s,19.766573066666666,+46d34m38.1s,46.577244,CYG
1897,Kepler-194,b,19h27m53.15s,19.464763,+47d51m51.0s,47.864174,CYG
1898,Kepler-194,c,19h27m53.15s,19.464763,+47d51m51.0s,47.864174,CYG
1899,Kepler-194,d,19h27m53.15s,19.464763,+47d51m51.0s,47.864174,CYG
1900,Kepler-195,b,19h12m29.03s,19.208064133333334,+47d58m00.0s,47.966667,CYG
1901,Kepler-195,c,19h12m29.03s,19.208064133333334,+47d58m00.0s,47.966667,CYG
1902,Kepler-196,b,18h59m52.44s,18.997901266666666,+42d04m45.1s,42.079205,LYR
1903,Kepler-196,c,18h59m52.44s,18.997901266666666,+42d04m45.1s,42.079205,LYR
1904,Kepler-197,b,19h40m54.34s,19.681762333333328,+50d33m32.4s,50.559006,CYG
1905,Kepler-197,c,19h40m54.34s,19.681762333333328,+50d33m32.4s,50.559006,CYG
1906,Kepler-197,d,19h40m54.34s,19.681762333333328,+50d33m32.4s,50.559006,CYG
1907,Kepler-197,e,19h40m54.34s,19.681762333333328,+50d33m32.4s,50.559006,CYG
1908,Kepler-198,b,19h22m41.55s,19.378208666666666,+38d41m27.6s,38.691010999999996,LYR
1909,Kepler-198,c,19h22m41.55s,19.378208666666666,+38d41m27.6s,38.691010999999996,LYR
1910,Kepler-198,d,19h22m41.55s,19.378208666666666,+38d41m27.6s,38.691010999999996,LYR
1911,Kepler-199,b,19h42m14.26s,19.703961266666667,+40d14m10.6s,40.236271,CYG
1912,Kepler-199,c,19h42m14.26s,19.703961266666667,+40d14m10.6s,40.236271,CYG
1913,Kepler-20,b,19h10m47.52s,19.179866933333336,+42d20m19.4s,42.338726,LYR
1914,Kepler-20,c,19h10m47.52s,19.179866933333336,+42d20m19.4s,42.338726,LYR
1915,Kepler-20,d,19h10m47.52s,19.179866933333336,+42d20m19.4s,42.338726,LYR
1916,Kepler-20,e,19h10m47.52s,19.179866933333336,+42d20m19.4s,42.338726,LYR
1917,Kepler-20,f,19h10m47.52s,19.179866933333336,+42d20m19.4s,42.338726,LYR
1918,Kepler-20,g,19h10m47.52s,19.179866933333336,+42d20m19.4s,42.338726,LYR
1919,Kepler-200,b,18h57m38.38s,18.960661333333334,+41d14m14.9s,41.237465,LYR
1920,Kepler-200,c,18h57m38.38s,18.960661333333334,+41d14m14.9s,41.237465,LYR
1921,Kepler-201,b,19h34m30.25s,19.575069333333328,+41d16m22.2s,41.272827,CYG
1922,Kepler-201,c,19h34m30.25s,19.575069333333328,+41d16m22.2s,41.272827,CYG
1923,Kepler-202,b,18h51m53.62s,18.864894600000003,+41d19m19.2s,41.322006,LYR
1924,Kepler-202,c,18h51m53.62s,18.864894600000003,+41d19m19.2s,41.322006,LYR
1925,Kepler-203,b,19h48m21.59s,19.805998466666665,+41d23m16.9s,41.388039,CYG
1926,Kepler-203,c,19h48m21.59s,19.805998466666665,+41d23m16.9s,41.388039,CYG
1927,Kepler-203,d,19h48m21.59s,19.805998466666665,+41d23m16.9s,41.388039,CYG
1928,Kepler-204,b,19h01m23.32s,19.0231458,+41d45m42.9s,41.761925,LYR
1929,Kepler-204,c,19h01m23.32s,19.0231458,+41d45m42.9s,41.761925,LYR
1930,Kepler-205,b,19h01m08.91s,19.019140733333327,+41d51m40.2s,41.861171999999996,LYR
1931,Kepler-205,c,19h01m08.91s,19.019140733333327,+41d51m40.2s,41.861171999999996,LYR
1932,Kepler-206,b,19h26m32.32s,19.442311866666664,+41d50m01.9s,41.833866,LYR
1933,Kepler-206,c,19h26m32.32s,19.442311866666664,+41d50m01.9s,41.833866,LYR
1934,Kepler-206,d,19h26m32.32s,19.442311866666664,+41d50m01.9s,41.833866,LYR
1935,Kepler-207,b,19h20m07.32s,19.3353678,+42d09m57.8s,42.16605,LYR
1936,Kepler-207,c,19h20m07.32s,19.3353678,+42d09m57.8s,42.16605,LYR
1937,Kepler-207,d,19h20m07.32s,19.3353678,+42d09m57.8s,42.16605,LYR
1938,Kepler-208,b,19h35m33.65s,19.5926804,+42d31m40.8s,42.528008,CYG
1939,Kepler-208,c,19h35m33.65s,19.5926804,+42d31m40.8s,42.528008,CYG
1940,Kepler-208,d,19h35m33.65s,19.5926804,+42d31m40.8s,42.528008,CYG
1941,Kepler-208,e,19h35m33.65s,19.5926804,+42d31m40.8s,42.528008,CYG
1942,Kepler-209,b,19h24m40.69s,19.411302466666665,+42d38m26.9s,42.640812,LYR
1943,Kepler-209,c,19h24m40.69s,19.411302466666665,+42d38m26.9s,42.640812,LYR
1944,Kepler-21,b,19h09m26.84s,19.1574544,+38d42m50.5s,38.714016,LYR
1945,Kepler-210,b,19h30m00.81s,19.500225933333336,+43d04m59.3s,43.083149,CYG
1946,Kepler-210,c,19h30m00.81s,19.500225933333336,+43d04m59.3s,43.083149,CYG
1947,Kepler-211,b,19h01m45.40s,19.029276733333333,+43d10m06.5s,43.168484,LYR
1948,Kepler-211,c,19h01m45.40s,19.029276733333333,+43d10m06.5s,43.168484,LYR
1949,Kepler-212,b,19h10m29.00s,19.174722266666667,+43d08m30.0s,43.14167800000001,LYR
1950,Kepler-212,c,19h10m29.00s,19.174722266666667,+43d08m30.0s,43.14167800000001,LYR
1951,Kepler-213,b,19h23m17.80s,19.3882788,+44d38m49.9s,44.647186,CYG
1952,Kepler-213,c,19h23m17.80s,19.3882788,+44d38m49.9s,44.647186,CYG
1953,Kepler-214,b,18h59m01.16s,18.983656733333326,+44d57m21.7s,44.956032,LYR
1954,Kepler-214,c,18h59m01.16s,18.983656733333326,+44d57m21.7s,44.956032,LYR
1955,Kepler-215,b,19h39m53.64s,19.664900600000006,+45d12m49.3s,45.213688,CYG
1956,Kepler-215,c,19h39m53.64s,19.664900600000006,+45d12m49.3s,45.213688,CYG
1957,Kepler-215,d,19h39m53.64s,19.664900600000006,+45d12m49.3s,45.213688,CYG
1958,Kepler-215,e,19h39m53.64s,19.664900600000006,+45d12m49.3s,45.213688,CYG
1959,Kepler-216,b,19h34m54.74s,19.581871466666666,+46d07m45.0s,46.129154,CYG
1960,Kepler-216,c,19h34m54.74s,19.581871466666666,+46d07m45.0s,46.129154,CYG
1961,Kepler-217,b,19h32m09.06s,19.5358496,+46d16m39.0s,46.27750800000001,CYG
1962,Kepler-217,c,19h32m09.06s,19.5358496,+46d16m39.0s,46.27750800000001,CYG
1963,Kepler-217,d,19h32m09.06s,19.5358496,+46d16m39.0s,46.27750800000001,CYG
1964,Kepler-218,b,19h41m39.07s,19.694187399999997,+46d15m59.3s,46.266472,CYG
1965,Kepler-218,c,19h41m39.07s,19.694187399999997,+46d15m59.3s,46.266472,CYG
1966,Kepler-218,d,19h41m39.07s,19.694187399999997,+46d15m59.3s,46.266472,CYG
1967,Kepler-219,b,19h14m57.36s,19.249265333333327,+46d45m45.2s,46.762558,CYG
1968,Kepler-219,c,19h14m57.36s,19.249265333333327,+46d45m45.2s,46.762558,CYG
1969,Kepler-219,d,19h14m57.36s,19.249265333333327,+46d45m45.2s,46.762558,CYG
1970,Kepler-22,b,19h16m52.20s,19.2811656,+47d53m04.1s,47.884464,CYG
1971,Kepler-220,b,19h26m01.50s,19.433749133333333,+46d53m44.8s,46.895779,CYG
1972,Kepler-220,c,19h26m01.50s,19.433749133333333,+46d53m44.8s,46.895779,CYG
1973,Kepler-220,d,19h26m01.50s,19.433749133333333,+46d53m44.8s,46.895779,CYG
1974,Kepler-220,e,19h26m01.50s,19.433749133333333,+46d53m44.8s,46.895779,CYG
1975,Kepler-221,b,19h46m37.14s,19.776984333333328,+46d50m07.0s,46.83527,CYG
1976,Kepler-221,c,19h46m37.14s,19.776984333333328,+46d50m07.0s,46.83527,CYG
1977,Kepler-221,d,19h46m37.14s,19.776984333333328,+46d50m07.0s,46.83527,CYG
1978,Kepler-221,e,19h46m37.14s,19.776984333333328,+46d50m07.0s,46.83527,CYG
1979,Kepler-222,b,19h11m37.46s,19.19374,+46d56m16.0s,46.937767,LYR
1980,Kepler-222,c,19h11m37.46s,19.19374,+46d56m16.0s,46.937767,LYR
1981,Kepler-222,d,19h11m37.46s,19.19374,+46d56m16.0s,46.937767,LYR
1982,Kepler-223,b,19h53m16.41s,19.8878904,+47d16m46.2s,47.279495000000004,CYG
1983,Kepler-223,c,19h53m16.41s,19.8878904,+47d16m46.2s,47.279495000000004,CYG
1984,Kepler-223,d,19h53m16.41s,19.8878904,+47d16m46.2s,47.279495000000004,CYG
1985,Kepler-223,e,19h53m16.41s,19.8878904,+47d16m46.2s,47.279495000000004,CYG
1986,Kepler-224,b,19h23m44.23s,19.395619133333334,+47d21m27.4s,47.357601,CYG
1987,Kepler-224,c,19h23m44.23s,19.395619133333334,+47d21m27.4s,47.357601,CYG
1988,Kepler-224,d,19h23m44.23s,19.395619133333334,+47d21m27.4s,47.357601,CYG
1989,Kepler-224,e,19h23m44.23s,19.395619133333334,+47d21m27.4s,47.357601,CYG
1990,Kepler-225,b,19h28m46.56s,19.479598933333328,+47d27m25.5s,47.457096,CYG
1991,Kepler-225,c,19h28m46.56s,19.479598933333328,+47d27m25.5s,47.457096,CYG
1992,Kepler-226,b,19h29m30.27s,19.491741933333333,+47d52m51.6s,47.880989,CYG
1993,Kepler-226,c,19h29m30.27s,19.491741933333333,+47d52m51.6s,47.880989,CYG
1994,Kepler-226,d,19h29m30.27s,19.491741933333333,+47d52m51.6s,47.880989,CYG
1995,Kepler-227,b,19h27m44.22s,19.4622824,+48d08m29.9s,48.141651,CYG
1996,Kepler-227,c,19h27m44.22s,19.4622824,+48d08m29.9s,48.141651,CYG
1997,Kepler-228,b,19h45m08.67s,19.752409466666666,+48d13m28.8s,48.224667,CYG
1998,Kepler-228,c,19h45m08.67s,19.752409466666666,+48d13m28.8s,48.224667,CYG
1999,Kepler-228,d,19h45m08.67s,19.752409466666666,+48d13m28.8s,48.224667,CYG
2000,Kepler-229,b,19h07m59.87s,19.133298066666665,+48d22m32.9s,48.375797,DRA
2001,Kepler-229,c,19h07m59.87s,19.133298066666665,+48d22m32.9s,48.375797,DRA
2002,Kepler-229,d,19h07m59.87s,19.133298066666665,+48d22m32.9s,48.375797,DRA
2003,Kepler-23,b,19h36m52.54s,19.614594933333333,+49d28m45.2s,49.479225,CYG
2004,Kepler-23,c,19h36m52.54s,19.614594933333333,+49d28m45.2s,49.479225,CYG
2005,Kepler-23,d,19h36m52.54s,19.614594933333333,+49d28m45.2s,49.479225,CYG
2006,Kepler-230,b,19h02m52.45s,19.04790253333333,+48d30m21.1s,48.505859,DRA
